CLUE,ANS,POS
Dependent upon ,reliant,5
Slight wind ,breeze,1
Floating impurity layer ,scum,1
"Seize, usually for ransom",kidnap,1
Established lines of travel ,routes,1
Wading bird ,avocet,9
Venetian waterman ,gondolier,1
Shape of new moon ,crescent,1
Illegal importer ,smuggler,1
Joy,elation,2
"Compare, liken ",equate,2
"Secretion, deficiency of which results in diabetes",insulin,1
Draw near ,approach,1
Set of beliefs ,doctrine,2
Handsome young man of Greek mythology ,apollo,6
Frame of mind ,mood,5
Pullover ,sweater,1
Turkish port ,istanbul,1
Repairing ,fixing,2
"Themes, subjects ",topics,5
Male horse for breeding,stallion,1
Elaborate clothes and accessories ,finery,9
