CLUE,ANS,POS,FOUND IN
Relating to ESP etc ,psychic,1,Psychic sensitivity
Tristan and . . . . . . (Wager opera) ,isolde,20,"Coppola (alternate spelling for the opera ""Tristan und Isolde"")"
Unhealthy vapour,miasma,14,Noxious miasma
Busy; employed ,engaged,2,Engaged in work
Compound such as found in petroleum ,hydrocarbon,4,"Lubricant base oils: Varieties of hydrocarbon compounds that are derived from crude oil and used to reduce friction between moving parts, such as those found in engines or machinery."
Ships' moorings ,berths,3,Seaport berths
Soil ,earth,1,Earthy texture
"Showy, lurid ",garish,5,Garishly bright
Marine mammal with ivory tusks and a moustache ,walrus,1,"Walrus (with the characteristic long tusks, large mustaches, and whiskers)"
Big squash ,pumpkin,5,Monster pumpkin
Poached item?,egg,1,Eggs (often poached as a cooking method)
Hello and goodbye to the Italians ,ciao,1,"Ciao - both ""hello"" and ""goodbye"" in Italian"
Beer ,ale,2,Alehouse
Terpsichorean exercise,dancing,11,Tap dancing tutorial
Cholesterol-reducing drug ,statin,1,Statins
Gratify,please,14,Pleased to the core
"Quite sufficient, more than enough ",ample,3,Ample supply
