CLUE,ANS,POS,FOUND IN
"Pam - - , poetess ",ayres,2,"Pam Ayres, English poet and comedian"
Capable of stretching ,tensile,18,Has a high tensile strength
Present ,here,1,Here and now
Mother-of-pearl ,nacre,1,Nacreous
Very tactful person ,diplomat,1,Diplomatic
Off-white ,cream,1,Cream-colored
Aiding ,helping,2,Helping hand
Causing laughter ,comic,3,Comical
Standards on which to base judgment ,criteria,13,"Functional criteria: efficiency, effectiveness, productivity, reliability, maintainability, etc."
Attached with pointed piece of metal ,pinned,8,Pinned together
