CLUE,ANS,POS
Circus MC ,ringmaster,1
"Fuse, combine",coalesce,13
Surprise attack ,raid,3
Motherly ,maternal,1
Underwater detection system ,sonar,1
Unoccupied or not in use,idle,3
Royal house ,tudor,1
"Curt, sharp ",abrupt,14
Said (a word) wrongly ,mispronounced,1
"Acute viral disease, technical name variola",smallpox,1
State an intention to harm ,threaten,2
European country,france,7
Judge of artistic works ,critic,1
Soundless ,silent,1
Voted in ,elected,1
"Part, share ",portion,2
Strong building material ,concrete,13
Association of sports teams ,league,1
One removed by winnowing ,husk,12
Picture,image,1
One of the living dead ,zombie,1
Group of players ,team,1
