CLUE,ANS,POS,FOUND IN
Less than 50% or 18 ,minority,9,Minority group (in context)
Hindu or Sikh teacher ,guru,1,Guruji (a term of respect for a spiritual guide in Hinduism)
Violently destructive ,cataclysmic,9,Cataclysmically shattering
Stone-like marble with layers of colours ,onyx,5,Banded onyx
Continuous dull pain ,ache,1,Chronic ache
Zimbabwean capital ,harare,1,"With a rich history that dates back to its establishment in 1905 by the British South Africa Company (BSAC), Harare stands as an iconic symbol of post-colonial governance, economic resilience, and cultural diversity within Southern Africa."
National song ,anthem,1,Patriotic anthem
Intensive military attack ,blitz,1,Blitzkrieg
Climbing plant ,ivy,10,Hedera helix (common ivy)
Ring ,circle,10,Full circle journey
Coming out ,emerging,14,Emerging from the shadows
