CLUE,ANS,POS
Brought to an end,concluded,3
German boy's name ,otto,19
Able to move ,mobile,1
Roman goddess of love ,venus,1
Sunrise ,dawn,1
Hat for formal occasions ,topper,10
Make a copy or procreate ,reproduce,1
Open with a key,unlock,1
Exclamation on making a mistake ,oops,1
Hawaiian rain dance ,hula,1
Distinguished conductor,maestro,1
"Evoke, draw out ",elicit,3
Aspiration ,ambition,1
Ripped off ,overcharged,4
Large spoon with long handle ,ladle,2
Scorn ,disdain,1
Element discovered by the Curies ,radium,2
