CLUE,ANS,POS,FOUND IN
"George _______, nom de plume of Eric Blair",orwell,2,This period of economic difficulty shaped Orwell's understanding and empathy for those living in poverty—a theme that frequently surfaced throughout his writing career.
Arduous walk,trek,1,Challenging trek
Dexterity ,skill,1,Skillful: Having or showing great skill in executing a particular task or activity with ease and precision.
Italian city (with two gentlemen),verona,11,Verona: Home to Shakespeare's Romeo and Juliet; picture two enthusiasts of classical literature enjoying a walk by the famed city walls.
Academic robe ,gown,1,Gown (in academic context)
Old London prison ,newgate,3,Newgate Gaol
Be exceptionally good ,excel,7,"Distinguished: Recognized or esteemed for excellence, talent, or other admirable qualities."
Gain knowledge ,learn,2,Learn new facts
Cooking stove,range,1,Kitchen range
High quality brandy,cognac,3,Exquisite cognac
Alfred Hitchcock was the master of it ,suspense,1,Suspenseful
Erase ,delete,18,Delete information (in the context of data storage)
Not in fashion ,out,1,Outdated style
Small crude shelter ,hut,7,Dugout hut (earth shelter)
"Surgical thread, seam ",suture,2,Suture material
By the sea ,coastal,2,Coastal area
Breadwinner ,earner,4,Primary earner
Deliberate ,conscious,15,With conscious intent
