CLUE,ANS,POS
Male voice with deep register ,baritone,1
Door fastener ,latch,1
Scandinavian ,nordic,2
Southern hemisphere seabird ,albatross,2
Stand-in monarch ,regent,1
Shy ,timid,2
Small African parrot ,lovebird,4
Deception,trickery,10
Dally ,linger,1
Without equal ,nonpareil,5
Faux pas ,gaffe,9
Figure ,number,1
"Inn, public house ",tavern,1
Heart condition ,angina,2
Less than zero ,negative,1
Bowl-shaped strainer ,colander,1
Person who reconciles enemies ,peacemaker,2
Subject ,theme,3
Child's allowance ,pocket money,1
One manipulated by another ,puppet,1
Two-way conversation ,dialogue,1
Of the moon,lunar,1
Mental wellness ,sanity,10
"Irritates, irks ",annoys,1
"Robert -, former Archbishop of Canterbury ",runcie,2
Intransigent ,adamant,10
Spanish city and holiday resort,malaga,1
Tidily and cleanly ,neatly,1
Songbird; escapade ,lark,9
"Make, generate ",create,2
Small migratory birds ,swallows,7
Faster than Mach 1 ,supersonic,2
Dense ,thick,2
Concealed marksman,sniper,1
Poster ,placard,6
Push roughly ,shove,1
Wine or jelly can be made from this ,elderberry,18
Captivated ,bewitched,8
Act of violence by an unruly mob ,riot,1
Algarve seaport,faro,3
Protected area for plants and animals ,nature reserve,8
"Coarse, lacking refinement ",vulgar,6
A mix of two or more metals ,alloy,1
Sicilian volcano ,etna,1
