CLUE,ANS,POS
Moisture condensed at night ,dew,1
Prosecute ,sue,3
Magnitude ,size,1
Stick out ,protrude,2
Man or beast ,animal,3
Coma ,stupor,6
Unrest - upheaval ,turmoil,5
Remains of a prehistoric plant or animal ,fossil,1
Permissive,tolerant,3
Copier of (handwritten) documents,scribe,3
Avoid or abstain from ,eschew,18
Lloyd Webber musical ,evita,2
Scottish estuaries,firths,1
Calling for immediate attention,urgent,2
New England state ,maine,2
"American state, capital Juneau ",alaska,1
