CLUE,ANS,POS,FOUND IN
Burn ,combust,10,Combustion
Couple ,two,6,Affianced twosome
Informal conversation ,chat,3,Friendly chit-chat
Memorial of antiquity ,relic,1,Ancient relic
Habitual worldwide traveller ,globetrotter,17,Recreational globetrotter
Increase in size,grow,3,Growth
Former shire official,reeve,2,Former reeve
Consider likely to happen,expect,9,Expected
Virus disease leaving pockmarks ,pox,1,Smallpox
Overcome; original copy ,master,20,Master (the challenge or obstacle)
Bounce back ,rebound,2,Rebound vigorously
Strip,divest,8,Divested
Overprotective government deplored by Thatcher ,nanny,1,Nanny state
Exhibit ,show,1,Showcase
