CLUE,ANS,POS
Roman Emperor notorious for vice and luxury ,nero,1
Clown,jester,1
Get away ,escape,2
Sorcerer ,magician,18
Petty quarrel ,tiff,4
Casual shoes ,sneakers,1
"Banter, provoke gently ",tease,1
Of soldiers and warfare ,military,1
The world considered as a linked community ,global village,1
Whirlpool ,eddy,3
Lapwing-like bird ,plover,1
Came into sight ,appeared,2
Abundant in quantity ,copious,1
Small falcon ,merlin,10
Dramatic prince of Denmark ,hamlet,1
Small biting fly ,gnat,2
Sermons are preached from it ,pulpit,1
Vocalist ,singer,1
"Undamaged, not broken ",intact,1
Ocean ,sea,1
"Pablo -, Spanish painter/sculptor ",picasso,1
Small landmass ,islet,2
Picture-house,cinema,2
Behindhand ,tardy,8
