CLUE,ANS,POS,FOUND IN
Set of rungs ,ladder,2,Ladder rung
Page or foliage ,leaf,9,Pageant of nature (referring to an outdoor event with leafy surroundings)
Up to (a time) ,until,1,Until then
Surprise attack ,raid,11,Mysterious raid
Motherly ,maternal,1,"Nurturing: A quality of caring, protective affection associated with maternal figures."
Underwater detection system ,sonar,1,Submarine sonar
Command for tidiness ,order,2,Arrange orderly
Room warmer ,heater,8,Hospitited by a heater
This moment ,now,7,Right now
Add up for a small drink ,tot,1,Beverage total
Soundless ,silent,4,Silent vocal cords
Strong building material ,concrete,1,Reinforced concrete
Division of company ,department,2,Segregation of departments
Association of sports teams ,league,5,Baseball league
Picture,image,1,Visible object or scene depicted in an image.
One of the living dead ,zombie,1,Zombified (when referring to an organism or subject matter influenced by zombie-like characteristics)
