CLUE,ANS,POS
Picture dyed into the skin ,tattoo,1
Ravine ,canyon,6
Rutland town ,oakham,3
Give to a good cause ,donate,1
Scent bag - shampoo envelope,sachet,1
Dot-dash signalling ,morse code,5
Noise caused by electrical interference ,static,5
Small ingenious device ,gadget,1
"Ballroom dance, originally from Germany",waltz,1
Constantly changing ,dynamic,7
Don't take the rubbish ,refuse,4
Science of soil and crops ,agronomy,1
Military group ,platoon,18
Illustration on special paper in a book ,plate,3
Family relative ,nephew,9
Oneness,unity,1
