CLUE,ANS,POS,FOUND IN
Finlandia composer ,sibelius,1,Jean Sibelius
Start ,begin,10,Beginning to (do something)
Saturate ,drench,2,Completely drenched
US state ,kansas,3,Arkansas
Hot displeasure ,anger,13,Flushed cheeks (could indicate heat from anger or annoyance)
(Walk with) a stiff pompous gait ,strut,1,Arrogant strut
Child's construction set ,lego,2,LEGO bricks
Pare ,trim,5,Trimmed
Without a particular aim or purpose - say a choice ,random,9,Random selection
Hairstyle cut shortly and evenly all round,bob,1,Bob cut
