CLUE,ANS,POS,FOUND IN
Large spade ,shovel,1,Big shovel
Hearing for an actor ,audition,1,Auditioning
Jumped,leapt,2,Leapt off the ground
Large strong bags,sacks,5,Hardy rucksacks
Fleur-de-lis ,lily,13,Stylized lily design
Perform exceptionally ,excel,9,Uncommon excellence
Chop with an axe ,hew,6,Hewn stump
Shockingly unacceptable ,disgraceful,4,Disgracefully outrageous
Easing (of pain) ,alleviation,14,Alleviation of soreness
Gruesome ,macabre,2,Shockingly macabre
Unravel ,disentangle,7,Disentangle tangled threads or concepts
Ill-suited ,unfit,4,Unfitting
City in Texas - all sad (anag) ,dallas,1,"Dallas: Although a major city, it can sometimes feel overwhelming for some people leading to feelings of sadness due to urban stressors or personal circumstances."
Major world religion ,islam,2,"Islam: Devotion to Allah (God) based on the Quran, Prophet Muhammad's revelations, and Five Pillars of Faith."
eg Pooh ,bear,1,Bear-shaped honey pot
