CLUE,ANS,POS,FOUND IN
"Trounce, beat ",thrash,6,Thrash in a contest
Hindu or Sikh teacher ,guru,1,Guruji (Hindu)
Be of use to - wait on,serve,1,Serve attentively
Rough drawing ,sketch,1,Sketchy lines
Stone-like marble with layers of colours ,onyx,9,Onyx-like marble with color patterns
Experience ,undergo,3,Undergo an event or situation
Implied ,tacit,15,Tacitly communicated
Continuous dull pain ,ache,2,Persistent ache
Heights occupied by Israel ,golan,2,Golan Heights
National song ,anthem,8,The Star-Spangled Banner (Hungary - unofficial national anthem)
Intensive military attack ,blitz,1,Blitzkrieg
Climbing plant ,ivy,4,Climbing ivy
