CLUE,ANS,POS,FOUND IN
Informal energy or drive ,vim,20,Vim (informal)
Note equivalent to four crotchets ,semibreve,1,Semibreve (quarter note in British terminology)
Send on; football player ,forward,10,Trailblazing forward
Hired murderer ,assassin,1,Employed assassin
Aviator ,pilot,1,Pilot's uniform
"Cabbage, sprouts etc ",greens,5,"Raphanus sativus (radish family, not a sprout but related in the context of leafy greens)"
Capital of Turkey ,ankara,1,"Established by Mustafa Kemal Atatürk during his reforms following World War I to move away from Istanbul's historical significance, Ankara is a modern metropolis with rich history rooted in its strategic location along ancient trade routes connecting Europe and Asia."
Italian wine ,chianti,1,Chianti Classico
Hatred of women ,misogyny,5,"Misandry (note: this is the hatred of men, but it can be confused with misogyny)"
"Disdain, disrespect ",contempt,1,Contemptuous
Antagonistic ,hostile,4,Hostile attitudes
Blow air through (grain) to remove chaff ,winnow,1,Winnowing grains
Hard iron alloy ,steel,1,"Carbon steel (contains a significant amount of carbon, typically between 0.6% and 2.5%)"
Dress for bed?,nightgown,1,"Sleepwear: Clothes worn specifically designed for sleeping, such as nightgowns or pajamas."
