CLUE,ANS,POS,FOUND IN
Food grain ,cereal,1,Cereal crop
Means of help in project ,resource,11,Resource sharing
(Of show) performed by a single person ,one-man,4,One-man band
Language of much of the New World ,spanish,15,Native American Spanish dialects
Impelled ,driven,1,Driven by force or urgency
Adhesive ,glue,2,Gluey material
Risk-free risk? ,safe bet,4,"Sausage (metaphorical usage): Used colloquially to describe a safe bet or low-risk situation, though not directly related to financial risk."
Vulpine ballroom dance ,fox trot,10,Sharp fox trot
Orderly ,methodical,5,Methodically ordered
Exhales sadly ,sighs,1,Sighs with sorrow
CS Lewis' fictional realm,narnia,1,"Lewis, Narnia is an enchanting land that exists parallel to our own world but remains hidden from ordinary human sight"
Church's policy ,doctrine,8,Church doctrine
Units of sound intensity ,decibels,13,"Intensity level (often measured in dB SPL, which is decibels referenced to 20 micropascals)"
White coating caused by damp ,mildew,1,Mildew-like layer
Small people ,children,9,Little ones (referring to children)
Furrow ,groove,1,Grooved surface
Someone from north of the border? ,scot,1,"Scot: Refers to a person from Scotland, which is located in the northern part of Britain."
Reuse (old ideas) with little improvement ,rehash,18,Rehashed approach
