CLUE,ANS,POS,FOUND IN
"Cricket, table-tennis and baseball implement ",bat,1,"Bat - A primary equipment used in cricket, table tennis, and baseball to hit the ball."
Roe of sturgeon ,caviar,1,"Caviar - High-end delicacy made from roe (eggs) of various species, including the sturgeon."
Spicy pepper sauce ,tabasco,2,Tabasco Sauce
Paris stock exchange ,bourse,1,Bourse de Paris
"Brogue or loafer, perhaps ",shoe,1,Derby Shoe
Woollies ,knitwear,8,"Knitwear - Clothing items made by knitting yarn together, typically using wool or other warm materials."
Lifted ,raised,3,Hoisted - Raised or lifted up with effort
Uppermost attachment of a vessel's rigging,topsail,16,Crosstree Rigging (or Topsail) - Involves lines for raising a topsail that are attached above and behind the mast crosspiece.
(Of computer memory) able to be read in non-sequential order ,random access,1,Random Access Memory (RAM) - A type of computer memory that allows data to be accessed from any location directly rather than sequentially.
Way in ,entrance,4,Entrance - The opening that allows access to an enclosed area.
