CLUE,ANS,POS,FOUND IN
Large wall painting,mural,1,Grand mural
Ceremony - ritual,rite,5,Spiritual rite
Tragic prince of Elsinore ,hamlet,4,"Horatio (though not a prince, he serves as Hamlet's loyal friend and confidant)"
Lend an ear ,listen,1,Attentive listener
Humorist ,comedian,18,Stand-up comedian's dream
"Muse, mull over ",consider,5,Consider intently
Dress ,clothe,14,Clothing ensemble (a coordinated set of clothes worn together)
Pigment made from clay and iron oxide ,ochre,1,"Red ochre: This natural earth pigment is derived from the combination of red hematite, a form of iron oxide, with clay or other mineraminates"
"Surrounding, on all sides - light or temperature ",ambient,10,Ambient surroundings
Look closely at lord ,peer,13,Illustrious peerage holder
"Incidents, occasions ",events,18,Occasional gatherings (more frequent occurrences tied to specific events or celebrations)
Remove rind ,peel,1,Peel-off layer
Scottish landowner ,laird,2,Baron or Laird
"Medium, average, fair ",middling,4,Middling skills
Rear; support ,back,1,Backing up
Aimlessly floating ,adrift,4,Adrift without direction
Broadcast again ,rerun,10,Live rerun
Sleepwalker ,somnambulist,1,Somnambulist (one who sleepwalks)
Stopper - Irish port,cork,3,Cork Harbour
