CLUE,ANS,POS
Noctambulist ,sleepwalker,12
One who compensates (another) for harm or loss ,indemnifier,2
Man-made jet of water ,fountain,4
T; Argentinian dance ,tango,1
Christmas decoration ,tinsel,4
Those giving a party,hosts,1
Season ,spring,1
Go away ,depart,1
Musician's aid for pitch ,tuning fork,4
Police rank ,superintendent,2
"Constraint, coercion ",duress,2
Took a secret look ,peeked,1
Defame falsely,libel,1
Cut down on ,reduce,1
Water round a castle,moat,1
Weep ,cry,1
Busy insects ,ants,4
Feeling guilt or remorse ,ashamed,6
Bird (of peace?) ,dove,1
Unhappy ,sad,1
Obstinate quadruped,mule,3
