CLUE,ANS,POS,FOUND IN
Conspire - small piece of land,plot,1,Plottage
Jamaica pepper ,allspice,1,"Allspice: This term refers to a spice made from the dried berries of Pimenta dioica, native to the Greater Antilles region, including Jamaica"
U2 guitarist ,edge,4,"Songwriting and Lyrics: As one of U2's primary songwriters (alongside The Edge), Bono possesses an exceptional gift for crafting memorable, impactful lyrics that resonate with listeners worldwide"
Lapse against moral law ,sin,16,Unforgivable sin (in some religious contexts)
Former name of Ho Chi Minh City ,saigon,1,"Saigon served as the capital of South Vietnam during the latter half of the Vietnam War and remained so after reunification until being renamed to honor the revolutionary leader, Ho Chi Minh."
Turn of phrase,idiom,5,Idiomatic expression
"Beethoven or Mozart, say ",composer,4,Prolific composer
Bowl-shaped vessel ,basin,18,Shallow basin
Seizing one's attention,eye-catching,17,Eye-catching presentation
Highest part; coin ,crown,9,Crowning glory
Put on clothes ,dress,1,Dressed up
Feline shriek,caterwaul,19,High-pitched caterwaul (in reference to a female cat)
Part of an act ,scene,16,Savory scene (if it's part of an act on stage with culinary themes)
"Eg, gun ",weapon,1,Weaponry
