CLUE,ANS,POS
"'Standard, conventional (6)' ",normal,2
Roller,wave,7
Point ,tip,8
Border,boundary,3
Bunch of flowers ,posy,2
Cooking fat ,lard,3
Stamp collector ,philatelist,1
By a very small margin ,barely,1
Flag bearing a device ,banner,2
Guest ,invitee,6
"Lean, part of foot ",heel,9
Asian rainy season ,monsoon,1
Pasta in thin strands,vermicelli,9
"Alone, set apart ",isolated,1
Natural surroundings ,habitat,4
Squeeze into less space ,compress,10
"Real, not abstract ",concrete,1
Show to be right or justified ,vindicate,1
Director of publication ,editor,7
Grid ,lattice,3
"Defeat, overcome",conquer,1
Very dry ,arid,1
Such as well might happen ,likely,12
A wearing away ,abrasion,2
Dread ,terror,8
