CLUE,ANS,POS
Very ugly building ,eyesore,1
Oil on wool ,lanolin,1
Medical practitioner ,doctor,2
Giraffe-like animal ,okapi,7
Indian dish ,samosa,1
Disease of birds ,psittacosis,4
Monks' hoods ,cowls,1
Small lump ,nodule,1
Computer files printed out on paper ,hard copy,2
King Richard 1st had nickname like Latin hero ,lionheart,1
Large reptile,crocodile,2
Surgeon's knife ,scalpel,1
Departs ,goes,14
Legal possessor ,owner,1
Become established,take root,10
Terror ,panic,1
Rite ,ceremony,1
Yellow fruit ,banana,1
Unfettered,free,1
A noisy American snake ,rattler,3
Bony framework ,skeleton,1
Highly decorated,ornate,3
Sandbank ,bar,1
"Obstinate, bullheaded ",stubborn,1
Golf ball support ,tee,1
Small African nocturnal primate with large eyes ,bushbaby,1
Outlaw,bandit,1
