CLUE,ANS,POS,FOUND IN
Care for ,tend,2,Tenderly cared for
Jupiter (god) ,jove,16,Zeus' Roman counterpart: Jove
Accustomed ,used,2,Used to
Terrace ,patio,14,"Elevated, enclosed patio area"
Town crier's cry ,oyez,2,"Oyez, oyez!"
"Ferocious, savage",fierce,8,Inhumanely fierce
Intensely dislike ,detest,11,Detestation of
Guffaw ,laugh,1,Laughing heartily
Risk ,danger,2,Dangerous
Became healthy again ,healed,11,Healed completely
Oscar ,academy award,2,Winner of an Academy Award
Combat,fight,1,Fighting
Fall back on ,turn to,6,Turn to basics or fundamentals
