CLUE,ANS,POS,FOUND IN
"Inherent ability, natural talent ",aptitude,5,Congenital aptitude
Powerful falcon ,peregrine,1,Peregrine Falcon
The Taming of the --,shrew,1,Shrew (from Shakespeare's play 'The Taming of the Shrew')
Suffer - last,endure,2,Endure (To suffer something is often to endure it)
Lightest and most abundant of all substances,hydrogen,1,Hydrogen is primarily found in water (H2O) and organic compounds throughout the cosmos.
Israelite leader betrayed by Delilah ,samson,1,The most famous Israelite leader known for this story is Samson:
Spanish gentleman ,hidalgo,5,Hidalgo (a title historically given to Spanish gentlemen from noble families)
Take issue with ,disagree,10,Disagree with
Ventilated ,aired,11,Aired out
Purple,violet,3,Violet (another color close to purple)
Mighty ones grow from little acorns,oaks,5,Mighty oaks come from tiny acorns
Nut ,cashew,2,Cashews
