CLUE,ANS,OUTPUT
Two-year-old sheep ,bident,"['Lambs', 'Woolly youngsters', 'Baby sheep', 'Twin lambs (if the clue is referring to two-year-old sheep)', 'Sheeplings', 'Fluffy infants', 'Cute woolies', 'Young rams/ewe lambs', 'Suffolk pups', 'Dorset whelps', 'Hampshire kids', 'Shropshire lambkins', 'Yorkshire youngsters', 'Lincoln long-woolled lambs', 'Romney lambkins', 'Corriedale baby sheep', 'Merino lambs', 'Rambouillet lambs', 'Targhee lambs', 'Purebred lambs (if the clue is referring to specific breed)']"
Car (US) ,auto,"['Sedan', 'SUV', 'Truck', 'Coupe', 'Hatchback', 'Minivan', 'Crossover', 'Wagon', 'Convertible', 'Sports car', 'Luxury car', 'Compact car', 'Full-size car', 'Electric car', 'Hybrid car', 'Pickup truck', 'Muscle car', 'Classic car', 'Off-road vehicle', 'Limousine']"
Slogan or memorable expression ,catchword,"['""Food for thought, not just for the mouth.""', '""A hungry mind, a starving body.""', '""Education is the answer, but food is the question.""', '""The world\'s biggest classroom: the kitchen table.""', '""From farm to plate, and back again.""', '""The future of agriculture: feeding the mind, not just the body.""', '""Learning is a meal, not just a snack.""', '""The hunger for knowledge is insatiable.""', '""Food for the soul, nutrients for the mind.""', '""A well-fed world, a well-read world.""', '""The pen is mightier than the fork.""', '""The mind is a delicate instrument, feed it well.""', '""Knowledge is the key to unlock the door of success.""', '""A hungry brain, a thirsty mind.""', '""The world\'s greatest resource: knowledge.""', '""Learning is the answer, food is the question.""', '""The hunger for learning knows no bounds.""', '""Education is the foundation of progress.""', '""A well-fed society, a well-read society.""', '""The mind is a garden, feed it well and it will bloom.""']"
Facts ,data,"['Hunger is a universal human experience that affects people of all backgrounds, cultures, and socioeconomic statuses.', 'According to the United Nations, about 820 million people worldwide suffer from hunger, and 1 in 9 people in the world do not have enough food to lead a healthy and active life.', 'Hunger is not just a lack of physical sustenance but can also be a result of emotional or psychological factors such as stress, anxiety, or depression.', 'In some cases, hunger can lead to more severe health problems like malnutrition, stunting, and wasting, particularly in children and pregnant women.', 'Hunger can also have long-term effects on cognitive development, educational attainment, and economic productivity.', 'The United States Department of Agriculture (USDA) estimates that 37 million people in the United States experience hunger or food insecurity each year.', 'Hunger affects people of all ages, including children, adults, and seniors, with the elderly being more susceptible to hunger due to fixed incomes and limited mobility.', 'According to the Food Research & Action Center (FRAC), households with children are more likely to experience food insecurity than those without children.', 'Hunger can be caused by various factors, including poverty, unemployment, underemployment, medical expenses, housing costs, and other economic challenges.', 'There are many organizations and programs dedicated to addressing hunger and food insecurity, such as food banks, soup kitchens, and government assistance programs like SNAP (Supplemental Nutrition Assistance Program).', 'Hunger can also be a seasonal issue, with some communities experiencing food insecurity more acutely during certain times of the year due to limited access to fresh produce.', 'In some regions, hunger is exacerbated by conflict, climate change, and other humanitarian crises that disrupt food production and distribution.', ""According to the World Food Programme (WFP), the cost of hunger is estimated at around $2 trillion annually, which is about 3% of the world's GDP."", 'Hunger can be alleviated through sustainable solutions like supporting small-scale farmers, improving access to nutritious food, and promoting policies that address poverty and inequality.', 'Raising awareness about hunger and its impact can help build support for anti-hunger initiatives and inspire individuals to take action in their communities.']"
Variety of pen ,felt tip,"['Fountain pen', 'Ballpoint pen', 'Rollerball pen', 'Gel pen', 'Dip pen', 'Calligraphy pen', 'Technical pen', 'Art pen', 'Marker pen', 'Permanent marker', 'Watercolor pen', 'Brush pen', 'Whiteboard pen', 'Stamp pen', 'Crayon pen', 'Highlighter pen', 'Correction pen', 'Erasable pen', 'Retractable pen', 'Pens with unique features (e.g., pen with built-in stylus, pen with flashlight)']"
Alter ,amend,"['Modify', 'Change', 'Transform', 'Adapt', 'Adjust', 'Revise', 'Refine', 'Improve', 'Upgrade', 'Overhaul', 'Revolutionize', 'Innovate', 'Reengineer', 'Rebuild', 'Remodel', 'Renovate', 'Transformative', 'Adaptive', 'Evolving', 'Progressive']"
Exercise power over in an autocratic manner ,domineer,"['Tyrannical control', 'Abusive dominance', 'Coercive authority', 'Bullying rule', 'Oppressive sway', 'Harsh dictatorship', 'Strict domination', 'Unforgiving command', 'Iron-fisted leadership', 'Rigid control', 'Autocratic oppression', 'Brutal regime', 'Oppressive reign', 'Feared leadership', 'Fear-mongering governance', 'Heavy-handed administration', 'Blind command', 'Uncompromising authority', 'Autocratic bullying', 'Unyielding power trip']"
Continuously,on and on and on,"['Perpetually', 'Persistently', 'Steadily', 'Uninterruptedly', 'Nonstop', 'Unceasingly', 'Relentlessly', 'Consistently', 'Unwaveringly', 'Continuing', 'Prolonged', 'Enduring', 'Ongoing', 'Without interruption', 'Constant', 'Unbroken', 'Incessant', 'Sustained', 'Recurring', 'Habitual']"
Chris - - (women's tennis) ,evert,"['Serena Williams', 'Venus Williams', 'Maria Sharapova', 'Ana Ivanovic', 'Dinara Safina', 'Svetlana Kuznetsova', 'Victoria Azarenka', 'Agnieszka Radwanska', 'Petra Kvitova', 'Caroline Wozniacki', 'Jelena Jankovic', 'Nicole Vaidisova', 'Daniela Hantuchova', 'Tamira Paszek', 'Sorana Cirstea', 'Samantha Stosur', 'Li Na', 'Sabine Lisicki', 'Eugenie Bouchard', 'Madison Keys']"
Public fuss,furore,"['Commotion', 'Uproar', 'Hubbub', 'Brouhaha', 'Hullabaloo', 'To-do', 'Stir', 'Controversy', 'Debate', 'Dustup', 'Flap', 'Fuss and feathers', 'Ruckus', 'Scene', 'Sensation', 'Tizzy', 'Uproarous situation', 'Worry', 'Tumult', 'Kafuffle']"
