CLUE,ANS,POS
"Recount, relate ",recite,16
Very early calculator ,abacus,1
Present ,gift,1
Hedge tree ,hawthorn,1
The original garden? ,eden,1
Indicate assent; make slip ,nod,4
Just ,only,1
Dog used as guard -- let wire rot (anag) ,rottweiler,4
Fold covering around something ,wrap,1
Started again after a break,resumed,1
Vincent van . . . . was a great Dutch painter ,gogh,1
Increasing threefold ,tripling,1
Based on custom rather than documentation ,unwritten,4
Sentimental tale designed to arouse sympathy ,sob story,3
"Useless, producing no results ",futile,1
Require ,need,1
Stayed clear of,avoided,1
Measure applied to gold or gems ,carat,1
"Glass cylinders closed at one end, used in laboratory work",test tubes,1
Portending bad things ,ominous,1
The onset of darkness ,nightfall,5
Period or stage in a process ,phase,1
The maple leaf is on its flag ,canada,1
Areas,regions,1
"Seasonal wind in southern Asia, brings heavy rains ",monsoon,1
Put off ,delay,1
