CLUE,ANS,POS
Norwegian city ,oslo,1
Non-professional ,amateur,1
Arachnid ,spider,1
Porous substance to absorb liquid ,sponge,8
Driver's violent anger ,road rage,1
"Flip, coin or pancake say ",toss,1
"Annelid worm, used in medicine of old",leech,1
Cancel out,nullify,1
Slender ,thin,1
Occurrence ,event,3
Greek tragedian ,aeschylus,2
A synthetic fabric ,nylon,2
Radio identification ,call sign,4
Measuring stick ,ruler,5
Electronic material ,silicon,5
"Pillager, plunderer ",raider,6
Handsome young man of Greek mythology ,apollo,2
Abnormal body sac containing fluid ,cyst,1
Pain-relieving,anodyne,6
Self-government in local matters ,home rule,3
Scale for shoe fasteners ,laces,1
Immature form of insect ,larva,1
Nightclothes,pyjamas,2
Feral ,wild,1
Painful ,sore,14
Surprise greatly or daze ,stun,6
