CLUE,ANS,POS
Picture dyed into the skin ,tattoo,1
Ravine ,canyon,17
Very light gas ,helium,1
Parasites ,leeches,20
Cab ,taxi,1
Give to a good cause ,donate,1
Endeavours ,attempts,5
Conference participant ,attendee,1
Make certain ,ensure,1
Scent bag - shampoo envelope,sachet,2
Movement in slow time ,adagio,2
Select ,pick,2
Water pitcher ,ewer,7
Noise caused by electrical interference ,static,4
Small ingenious device ,gadget,2
Shoe with a canvas upper ,espadrille,2
"Ballroom dance, originally from Germany",waltz,1
Constantly changing ,dynamic,1
Large army ,horde,13
Country and porcelain ,china,1
Don't take the rubbish ,refuse,4
Science of soil and crops ,agronomy,1
Unsightly ,ugly,3
Military group ,platoon,6
Winter sport where stones are slid towards a target,curling,1
Cricket fielding position,mid-off,5
Kingdom,monarchy,1
Activity undertaken by Blunt and Philby ,spying,2
Illustration on special paper in a book ,plate,1
The Garden of Eden ,paradise,1
Be killed (by eating dirt?) ,bite the dust,7
Family relative ,nephew,11
Hurts through constant rubbing ,chafes,2
Oneness,unity,1
