CLUE,ANS,POS,FOUND IN
Cowboys' contest ,rodeo,5,Rodeo matchup
String of beads ,necklace,1,Bead necklace
Accumulated fragments from erosion - it rusted (anag),detritus,3,Sedimentary detritus
Period ,era,1,Era characterized by significant historical events or developments
"Rural, countrified ",rustic,6,Simple and rustic
Turn off course,deviate,1,Deviate from path
Study of human and animal behaviour ,psychology,2,Comparative Psychology
Of the mind ,mental,1,Ingenious: Showcasing exceptional mental capacity or creativity.
Mountain lake ,tarn,7,Hilltop tarn (small mountain lake)
Not paid at the scheduled time ,overdue,3,Overdue balance
Fastener; propeller ,screw,12,Screw (as in screws used for securing objects together)
Militant Irish nationalist organisation,ira,2,IRA (Irish Republican Army)
Member of a Bantu people living in Zimbabwe ,shona,1,"Shona: The largest ethnic group in Zimbabwe, with ancestral roots deeply connected to the Southern Bantu languages and cultures."
Repository for objects of historical interest ,museum,7,Museum (if the items are exhibited to the public)
