CLUE,ANS,POS
Jump on one foot ,hop,1
Wide-flared trousers ,bell-bottoms,1
Something abnormally large and powerful ,behemoth,2
Jousting weapon ,lance,1
Moving slowly and unsteadily,lurching,2
Not moving ,static,6
Small lie ,fib,1
In a drowsy or semi-conscious state ,comatose,1
Of flowers ,floral,2
Curved oriental sabre ,scimitar,2
Closely-stitched embroidery ,needlepoint,4
Theatrical plays ,dramas,1
Comedies of extravagant humour ,farces,1
Transporting vehicle ,van,17
"Acquire, procure",obtain,1
Maxim ,saying,4
"Haphazard, hit or miss ",random,1
Magnitude ,size,4
