CLUE,ANS,POS,FOUND IN
Work done on furniture,upholstery,15,Stitching and sewing (for upholstery work)
Rational motive ,reason,1,Reasonable cause
Physical aggression ,violence,19,Impulsive violence
Sit Cyril down - he's a songwriter ,lyricist,3,Invite the lyricist
Embryo's outermost layer of cells ,ectoderm,10,Extraembryonic ectoderm
Boast ,brag,2,Vainly bragging
"Eg, Riga natives ",latvians,12,Indigenous Latvians
Nethermost,lowest,3,Lowest level
Country and bird ,turkey,3,Turkey country
"Anne ---, married Shakespeare ",hathaway,12,Anne Hathaway (Shakespeare's wife in real life)
Period of time,era,17,Historical era
"Follow-up film, book etc",sequel,1,Sequel or prequel
Embellish ,decorate,3,Richly decorated
Distance from the surface to the bottom ,depth,1,Subterranean depths
Acid-tasting salad leaf ,sorrel,1,Citrus greenery (like sorrel)
Birth control device ,contraceptive,4,Contraceptive sponge
