CLUE,ANS,POS,FOUND IN
Depressed ,low,10,Low-spirited
Pupil in a higher form ,senior,1,Senior Student
Unmarried state entered in to by some clergy ,celibacy,1,"Celibacy - The state of being unmarried, typically for religious reasons, often practiced by clergy members."
The United States ,america,15,The American Dream
Boulevard,avenue,1,"Avenue - A wide street in a city, often lined with trees and featuring pedestrian walkways."
Recede ,ebb,2,Ebb - to gradually diminish or recede
Hurry ,haste,1,Rush - to move or act with haste or urgency.
Large livestock farm ,ranch,1,Cattle ranch
Tongue ,language,12,"Glossary (a list or collection of terms and their definitions related to language, which may include words describing aspects of the tongue)"
Part of the New Testament ,gospels,10,Parables - Stories with a moral or spiritual lesson told by Jesus in the Gospels.
Farm store ,barn,11,Horse Barn Supplies Retailer
Minor argument,spat,3,Spat - An exchange of angry words; a minor argument.
