CLUE,ANS,POS,FOUND IN
A statement on which reasoning is based ,premise,1,Logical deductions: The ability to draw logical conclusions from a set of given premises.
Addressed God ,prayed,1,Prayed to
Quiet -- 13 (anag) ,silent,4,"Silent - This answer could also fit the letters provided in the clue, as ""silent"" has only four letters and can be anagrammed into ""quiet."""
Fish-eating bird ,osprey,10,Ospreys
Appends,adds,1,Adds on
Speech in praise ,eulogy,10,Eulogy (can be used in a speech in praise of someone)
"Nahum, Joel etc. ",prophets,7,Is one of the Minor Prophets
Principality ,wales,8,Principality of Wales (historical)
Watched ,eyed,15,Surveyed
Factor ,element,7,"In statistics, factors can refer to the individual elements of a statistical population, such as people in a survey or customers in a marketing study."
