CLUE,ANS,POS
Pieces of broken glass ,shards,10
South African currency,rand,1
Young cow ,calf,1
Dirge ,lament,1
Building for travellers ,hotel,3
"Differ, dissent",disagree,1
Treat with disrespect ,insult,7
Person who jeers speaker from the crowd ,heckler,1
Irish police ,garda,2
Way of bearing one's body ,posture,1
Spud ,potato,1
Vegetable resembling celery,fennel,4
Legal enactment ,statute,1
"-- Monroe, US actress ",marilyn,2
Woman's garment,blouse,5
Gift (to charity) ,donation,1
"Keenness, avidness ",eagerness,1
