CLUE,ANS,POS
Supporter ,ally,2
Knight's title,sir,1
"Accede, acquiesce ",assent,5
Projectile from bow ,arrow,1
Alcohol for the trifle ,sherry,3
Gets better or gets back ,recovers,9
"Grant, confer ",award,1
"Concurred, assented ",agreed,1
Continuous record of events in order of time ,chronicle,12
Lasting ,durable,8
Culmination,climax,7
Goddess of retribution ,nemesis,4
Military encirclement ,siege,1
Stole ,purloined,9
Tropical fruit ,mango,1
Book by Defoe,moll flanders,2
Area of variation ,range,6
Wrap; pupa's protection ,cocoon,1
