CLUE,ANS,POS
Leg-wear for women ,tights,6
Trespasser ,intruder,6
Excessively talkative person ,windbag,8
Rubbed out ,erased,1
Get rid of ,eliminate,1
Living being ,animal,1
Organs of hearing ,ears,1
Writing implement ,pencil,2
German playwright,brecht,2
Effortless ,simple,12
Concise - terse ,laconic,4
Type of lens,wide-angle,1
Manifestation of a deity; cyberspace icon ,avatar,1
Deduce (from evidence) ,infer,1
Writer of fiction books ,novelist,1
Approximate calculation ,estimate,7
Dog lead ,leash,1
Unit of weight; cat ,ounce,2
City of strangely low gags ,glasgow,20
