CLUE,ANS,POS,FOUND IN
Muslim law ,sharia,1,Shariah
Map ,chart,10,Route charting
Meet expectations ,satisfy,4,Satisfy demands
"Advised or instructed, like barrister ",briefed,19,Debriefed
Conclusion of a coroner's jury ,open verdict,8,Open verdict (when the jury cannot reach a conclusive finding due to insufficient evidence)
Affect drastically ,upend,12,Completely upend
"Decisive moment, turning point ",crisis,6,Crisis point
Individual fact or feature ,detail,10,"Is an expert crossword solver with a deep understanding of language and linguistics, an extensive vocabulary, logical reasoning skills, attention to detail, and creativity."
Cry ,blub,5,Blubber
"Staple food is too apt, strangely ",potato,4,Potatoes (underwhelmingly mundane)
