CLUE,ANS,POS,FOUND IN
Access ,entry,1,Entry point
Being away,absence,20,Vacationing (temporary absence)
Return to earlier state ,revert,1,Reverted
Demand firmly ,insist,1,Insistently
Underground passage ,tunnel,3,Tunnel route
Devilment or roguishness ,mischief,16,Impish mischief
Rising warm air ,thermal,3,Thermally buoyant airflow
Bird expert ,ornithologist,1,"Ornithologist: A scientist specializing in the study of birds, their behavior, ecology, physiology, classification, and distribution"
Scottish residence of the British sovereign,balmoral,2,"Balmoral Castle: A grand estate and country home located in Aberdeenshire, Scotland, often visited by Queen Elizabeth II during her time off from Buckingham Palace duties"
One receiving medical care ,patient,4,Inpatient
Loud cry of a bull ,bellow,2,Resounding bellow
Discomfort due to changing time zones when flying,jet lag,1,Jet lagged
