CLUE,ANS,POS,FOUND IN
Christian body noted for social work and bands ,salvation,15,Salvation Army (Social Service Arm of the Christian Church)
Young swan ,cygnet,4,"Goslings - Young swans, often used interchangeably with cygnets"
Sat or lay with limbs stretched out ,sprawled,12,Lay sprawled - lying down in a relaxed position with arms and legs stretched out widely.
One eighth of a gallon ,pint,2,Quarter Pint
Retain ,keep,1,Preserve - To keep something in its original or existing state without allowing it to decay or deteriorate.
"Arranging for continuation of, say, membership ",renewing,14,Termination (in the context of renewing instead of ending)
"Speak indistinctly, as a drunk might ",slur,3,Slurred
Small water swirls ,eddies,6,Rill eddies
Commercial vehicle ,van,10,Mini-bus or vanpool
Bacterium causing sore throats etc ,streptococcus,1,Streptococcus pyogenes
"Nina - - , Paris couture house ",ricci,17,Vintage (from the past; often used in relation to classic designs and styles of couture houses like Nina Ricci)
