CLUE,ANS,POS
Cultivated plot of ground ,garden,6
Waterway ,canal,1
Island country in the Persian Gulf ,bahrain,1
Chaser of criminals for reward ,bounty hunter,1
Bring to a close ,end,4
Type of savoury tart ,quiche,1
Vocalist ,singer,1
Job ,occupation,1
Act imposed for sin ,penance,3
Ungenerous,stingy,2
Of dogs,canine,1
"Hat, for a country-and-western singer perhaps",stetson,2
Abraham's wife (OT) ,sarah,1
Power of creative thought ,imagination,2
End of day ,sunset,5
Large wild American feline,puma,2
Storyline or piece of land ,plot,10
Present in great quantity ,abundant,2
Formerly British Honduras ,belize,1
Treeless plain ,steppe,2
The Three Wise Men ,magi,1
Flat piece of ceramic,tile,1
Art of designing and making clocks ,horology,1
Place for public Jewish worship ,synagogue,1
Part of shirt ,collar,1
Entry into foreign country to conquer it ,invasion,1
Character,persona,1
Something that motivates ,incentive,2
Large wading bird ,ibis,5
Group of small boats ,flotilla,1
Too big ,overlarge,3
Sikh headgear ,turban,1
Complete set of genetic material of an organism ,genome,1
Gentle ,mild,1
