CLUE,ANS,POS
"Clothing, apparel",attire,2
Agra tourist attraction ,taj mahal,1
Two times ,twice,1
Long-haired rabbit ,angora,1
Winged god of love ,eros,2
Pay a quick informal visit,pop in,3
Self-satisfied ,smug,15
Widespread killing ,massacre,4
"Make out, distinguish by eye ",discern,7
Decisions of courts on issues of fact or law ,findings,3
They're smaller than towns ,villages,1
Desiccating ,drying,2
Took umbrage ,resented,1
Child - ankle-biter?,nipper,9
Pre-Aztec Mexicans ,toltecs,1
Lively Parisian dance ,cancan,3
Inuit abode,igloo,1
Strong drink ,vodka,4
Bunk ,berth,20
Elevate ,raise,1
Dead ,extinct,5
Shoves ,pushes,1
"Of one from Warsaw, say ",polish,2
Brigham Young state ,utah,2
Home loan ,mortgage,1
Bright and warm ,sunny,1
Patois ,dialect,8
Aviators ,pilots,1
Warning of danger ,alert,1
Impose a penalty ,punish,2
River flowing through Russia and Kazakhstan to the Caspian,ural,1
Hazel nut ,filbert,1
Pleasure seeker ,hedonist,4
Take small bites from ,nibble,4
