CLUE,ANS,POS,FOUND IN
Booking (in restaurant) ,reservation,2,Making a reservation
Period (of enchantment?),spell,4,Age of spellbinding
Miscellaneous curios ,bric-a-brac,8,Unusual bric-a-brac
Assassinated US president ,kennedy,6,Ted Kennedy
Statement of money owed,invoice,9,Invoice total
Playing card; sailor ,jack,4,Jack (playing card)
Moves stealthily ,creeps,4,Creeps unobtrusively
Swimming stroke ,crawl,10,Australian crawl
Draw (brows) together ,knit,7,Knit brows
In favour of ,pro,1,Pro-
