CLUE,ANS,POS,FOUND IN
At high speed ,fast,3,Fast-moving
Seesaw,teeter,2,Teeter-totter
Exclamation from Archimedes ,eureka,1,"""Eureka!"" (the most famous exclamation attributed to Archimedes)"
"Walk along idly, take your time ",dawdle,6,dawdle carefree
Contentious point ,issue,3,Contentious issue
Sealed so as to be airtight,hermetic,4,Hermetically sealed
Settle ,solve,1,Resolve
Disband troops ,demob,6,Demobilize
Said or did again ,iterated,1,Reiterated
Took to be the case ,assumed,1,Assumed to be true
Chum ,pal,2,Sea pal
A case or example of something ,instance,16,Exemplary instance
Changing direction ,turning,2,Turning point
