CLUE,ANS,POS
Social insect ,ant,2
Farm vehicle ,tractor,1
Palindromic German name ,otto,1
"Courting, romancing ",wooing,1
(Make a) deceptive move,feint,2
Male relation ,uncle,7
Underground cemetery ,catacomb,1
Boast ,brag,1
Giving way ,yielding,2
Forgive ,excuse,2
Shelter (for ships),haven,9
Become more rigid,stiffen,1
Remunerations ,earnings,2
Ball game ,tennis,5
Eye problems causing blurred vision ,cataracts,5
Church caretaker ,verger,2
Large deer ,caribou,3
"Stage entertainment with sketches, songs and dance ",revue,2
Gourd fruit ,melon,3
