CLUE,ANS,POS
Stuck-up ,snobbish,1
Ancient two-handled jar ,amphora,1
One wearing clothing typical of the opposite sex ,cross-dresser,1
State of being held prisoner ,captivity,1
Area of land feeding one river ,drainage basin,2
Brilliant - dazzling,scintillating,10
Waterhole; healthy ,well,7
Appraise ,assess,2
Underneath ,below,2
Singing Dame of WWII ,vera lynn,1
Very black ,inky,2
Turn aside (from the main subject?) ,digress,4
Dessert ,pudding,4
Group of things that belong together ,set,2
More ill ,sicker,1
Anticipate ,foresee,4
Idle wanderer ,vagabond,1
(Political) murder ,assassination,1
Small leaflet ,pamphlet,2
Groups or witches ,covens,2
Afflication ,malady,4
Gesture expressing unconcern,shrug,1
Mistake ,error,1
Belgian city,antwerp,2
Sports or entertainment venue ,arena,2
