CLUE,ANS,POS
Dessert ,sorbet,17
"Put to death or carry out, say plan ",execute,1
Small peach-like fruit ,apricot,1
Severe flood ,deluge,3
Secret plot; clique ,cabal,2
"Detested, loathed ",abhorred,1
Do away with ,abolish,10
Greek epic wanderings of Ulysses ,odyssey,1
Empty talk ,hot air,6
Sanskrit treatise on the art of love,kama sutra,1
Flat raised land ,plateau,1
Burial chamber ,tomb,1
Skilled Himalayan mountaineer ,sherpa,1
Riding trousers ,breeches,1
Standard ,norm,2
"Wheedle, coax ",cajole,2
Composition drawn from various sources - maybe it's cheap ,pastiche,8
Myths ,legends,4
Gun ,firearm,1
Folded and filled tortilla ,taco,1
