CLUE,ANS,POS
"Listening device, insect or electronic fault ",bug,2
Firm ,solid,4
"Keepsake, souvenir ",memento,1
Flower ,bloom,1
Arm joint,elbow,1
Occasion for excessive eating or drinking,binge,2
Imperial weight ,ounce,4
Kingsley Amis novel ,lucky jim,1
Thick liquid for skin ,lotion,2
Disease inflaming the big toe ,gout,1
Monetary unit ,dollar,6
Ladies' hosiery,tights,3
Hotchpotch ,mishmash,1
Former ruler of Iran,shah,1
Fight ,battle,1
Made ready (to fire) ,primed,2
Christian Creed adopted in 325 a.d. ,nicene,1
Not sacred ,secular,10
Improve equipment or promote ,upgrade,1
Pilgrim Fathers' ship ,mayflower,1
