CLUE,ANS,POS
Study of birds ,ornithology,1
Force that produces rotation ,torque,1
Design symbolising the universe ,mandala,1
"Brilliant, fantastic ",superb,7
Turkic language ,tatar,5
Without equal,nonpareil,5
Sequences of instructions to computers ,programs,2
Rolling over and over ,tumbling,19
Tale ,yarn,6
It used to be call a love-apple ,tomato,1
Spanish peninsula ,iberia,1
Course of action ,policy,7
Hindu ascetic ,yogi,1
Just coming into existence ,nascent,10
Affronted ,insulted,1
Light-hearted friendly talk ,banter,1
Rigorous ,stringent,1
Fear ,terror,15
Groups of singers ,choirs,3
Carve ,engrave,3
