CLUE,ANS,POS
Tenant ,lessee,1
"'Standard, conventional (6)' ",normal,1
Point ,tip,1
Border,boundary,5
Bunch of flowers ,posy,2
Cooking fat ,lard,1
Stamp collector ,philatelist,1
By a very small margin ,barely,1
"Behind, nautically",astern,3
Flag bearing a device ,banner,1
Guest ,invitee,7
"Lean, part of foot ",heel,2
Asian rainy season ,monsoon,1
Pasta in thin strands,vermicelli,6
"Alone, set apart ",isolated,1
Natural surroundings ,habitat,1
Squeeze into less space ,compress,5
"Real, not abstract ",concrete,1
Show to be right or justified ,vindicate,9
Director of publication ,editor,1
Grid ,lattice,8
"Defeat, overcome",conquer,1
Mountainous ,craggy,11
Very dry ,arid,1
A wearing away ,abrasion,3
Dread ,terror,8
"Marlene --, German actress ",dietrich,1
