CLUE,ANS,POS,FOUND IN
Times of darkness ,nights,10,Moonless nights
Thin porridge ,gruel,1,Gruelish
Aim - striker's target,goal,1,Goalpost
Arab leader,sheikh,18,SheikhMaktoum
Theft ,larceny,3,Larceny  
County of southern England ,dorset,2,Dorset   
Supposed loch monster ,nessie,1,Nessie (short for Loch Ness Monster)
Prohibit company banking money ,banco,1,Bancorp
Family member by marriage ,brother-in-law,5,Brother-in-law  
Lymphatic tissue at the back of the mouth ,tonsil,2,Tonsillar
Printed characters ,type,4,Typeface
