CLUE,ANS,POS
Decoration ,embellishment,2
Person whose earnings support the family ,breadwinner,1
Man-made lake or tank,reservoir,1
Roman fortification between the Forth and Clyde ,antonine wall,1
(Walk with) a stiff pompous gait ,strut,8
Goes beyond ,exceeds,1
Lizard that can change its skin colour ,chameleon,1
"Fake, phoney ",bogus,1
"Subject to change, variable ",unstable,12
Saint and King of Norway ,olaf,1
Pressing of a dangerous situation to the limit,brinkmanship,4
Person with refined tastes in food and drink ,epicure,2
