CLUE,ANS,POS
Obstacle ,handicap,11
"Clothing, apparel",attire,2
Agra tourist attraction ,taj mahal,1
Winged god of love ,eros,2
Self-satisfied ,smug,5
Widespread killing ,massacre,11
Arrow maker ,fletcher,3
They're smaller than towns ,villages,1
Book series by John Galsworthy ,the forsyte saga,2
Inuit abode,igloo,1
Strong drink ,vodka,9
Elevate ,raise,1
Dead ,extinct,13
Home loan ,mortgage,1
Bright and warm ,sunny,1
Patois ,dialect,3
Warning of danger ,alert,1
Hazel nut ,filbert,1
