CLUE,ANS,POS,FOUND IN
Gas formed by vaporizing water at 100?C ,steam,2,Mist (as in the misty steam rising from hot vaporized water)
One eighth of a mile,furlong,7,Furlong fragment
Pupil in a higher form ,senior,13,Lower School Senior
Boggy land ,swamp,3,Swampy
Unmarried state entered in to by some clergy ,celibacy,3,Clerical celibacy
Reptile with two pairs of legs ,lizard,3,"Thunder Lizard (another name for an Ankylosaur, which fits the description if interpreted creatively)"
Attractively old-fashioned ,quaint,9,Quaintly dated
Jester ,joker,3,Court joker
Hurry ,haste,4,Hasten
Large livestock farm ,ranch,2,Cattle ranch
Tongue ,language,9,"Syntax (related to language structure, often spoken through the tongue)"
Part of the New Testament ,gospels,12,"Synoptic Gospels (Matthew, Mark, Luke)"
Mary Shelley's monster ,frankenstein,1,Frankenstein's Creature
