CLUE,ANS,POS
Cold War term for the capitalist countries ,free world,3
Fully grown ,mature,2
Avoid ,shun,5
Insipid -- uninteresting ,bland,4
More often than not ,mostly,3
Tranquil ,calm,3
"Alone, apart, detached ",isolated,2
Cause of general outrage,scandal,1
Hazard ,peril,4
Yet to come,future,1
Harm or injury ,damage,1
One making changes (in practices) ,reformer,1
Avidly enthusiastic ,zealous,4
"Large, snail-like mollusc ",whelk,5
Require ,need,2
Someone not belonging to the nobility ,commoner,1
Relative ,aunt,6
