CLUE,ANS,POS
The courage to carry on ,mettle,16
Lend an ear (6) ,listen,1
Theatrical performer ,actor,1
Belief ,tenet,9
Young cows ,heifers,2
Pacific salmon ,sockeye,3
Male deer ,stag,2
Second Greek letter ,beta,1
Ballot ,vote,1
Young swan ,cygnet,1
One who eats all kinds of foods,omnivore,1
Expert judge of taste ,connoisseur,2
Place of pilgrimage in Portugal ,fatima,1
Powerful alkali ,potash,3
Small burst of sudden activity,flurry,5
Loose bundle of yarn ,skein,1
Odour ,smell,4
Investigations of the opinions of groups ,surveys,1
Advanced in years ,elderly,1
Becoming liquefied ,melting,1
Conscientious ,diligent,1
Fabric from the fibres of flax ,linen,1
Rare noble gas ,radon,3
Charge with an offence ,accuse,1
Herb and salad plant ,lovage,13
Died ,expired,2
Killer whale,orca,1
Followed ,pursued,2
Motionless ,at rest,9
South American river ,orinoco,2
Goodbye ,adieu,1
Reward; value highly ,prize,6
City in South Africa ,pretoria,4
"A curative mineral spring, or place with one ",spa,1
Informally in the latest fashion ,trendy,1
Ladies' fingers ,okra,1
Astoundingly huge ,stupendous,14
Rebel or revolutionary,insurgent,11
Belch like baby ,burp,1
Liquid for writing ,ink,1
Remedy ,cure,1
Flavoursome ,tasty,7
Restaurant list ,menu,1
