CLUE,ANS,POS,FOUND IN
Mountain range in Russia and Kazakhstan ,urals,18,"Ural-Tien Shan Corridor (geographic corridor linking the Urals with Tien Shan, crossing into Kazakhstan)"
Member of the family ,relative,14,Blood relative
Step on dry land,disembark,6,Disembarkation point
Thrill,excite,11,Excitement seeker
Tedium,ennui,11,Ennui (a state of listlessness and dissatisfaction arising from a lack of excitement or interest)
'Lolita' author ,nabokov,1,Vladimir Nabokov
Lift or hold something to assess its weight,heft,5,Gauge by hefting
Convexity of the surface of a road ,camber,16,Cambered surface
"Main, principal ",dominant,15,Dominant theme
Compulsory,forced,4,Forced participation
Move from one place to another ,transfer,14,Transference (more formal or scientific usage)
Turn hide into leather ,tan,1,Tanning
Green part that forms a flower's calyx,sepal,1,Sepals
