CLUE,ANS,POS,FOUND IN
Short-lived fad ,craze,2,Ephemeral craze
Devastate ,ravage,10,Ravage: To devastate violently; destroy with great force and fury.
"A fast warship, sounds leisurely ",cruiser,18,Serenely speedy cruiser
Item of footwear ,shoe,7,Lace-up shoe
Concerning the self ,personal,12,Open-minded: willing to consider new ideas and opinions beyond personal beliefs or biases.
Chess piece and one of the clergy ,bishop,1,Bishop (chess piece) - Deacon (clergy member)
Informal goodbye; see you ,so long,5,"So long, partner!"
"Fingers, toes and numbers ",digits,1,"Digits: Refers to the numerical digits from one to ten, as well as fingers and toes which count in that range."
Strain ,tension,1,"Tension: Physical or mental strain caused by stress, exertion, or pressure"
Ethical ,moral,1,Moral principles guiding behavior
One thing among many ,item,2,Lone item
Deep red gem stone ,garnet,5,Garnet (if considering similar hues)
