CLUE,ANS,POS,FOUND IN
Hot dusty wind ,sirocco,8,Sirocco (specific hot desert wind)
Slaughterhouse ,abattoir,6,Abattoir (most direct synonym)
Short-lived fad ,craze,4,Temporary craze
"A fast warship, sounds leisurely ",cruiser,6,Leisurely cruiser (ironic contrast)
Item of footwear ,shoe,15,Running shoe (emphasizing the contact with the ground while running)
Concerning the self ,personal,9,Personal growth
Magnify,enlarge,1,Enlarged
Informal goodbye; see you ,so long,9,"So long, partner"
A mixture of rain and snow ,sleet,2,Sleety
Formal address or discourse ,speech,4,Decorum in speech
"Fingers, toes and numbers ",digits,1,Countable digits
Ethical ,moral,1,Morally sound
Land of the tzars ,russia,1,Czarist Russia
One thing among many ,item,2,Lone item
Look secretly ,peep,10,Peephole (as in looking through a peephole)
Antipodean country ,new zealand,6,New Zealand (within Antipodean context)
