CLUE,ANS,POS,FOUND IN
Enclosure set back or indented ,recess,2,Recession
Explicit or in detail ,specific,4,Vitamin deficiency (specifically describing a lack of one or more vital vitamins)
Entrance ,gate,6,Gateway
"Appalling, awful ",dreadful,18,Painfully dreadful
Young newt ,eft,1,Juvenile eft
Peculiar ,odd,5,Oddball
Knock against,jostle,6,Jostled
Verity ,truth,1,Truthfulness
Apt or witty remark - in France ,bon mot,1,"Bon mot (French for ""good word"")"
Brief moment ,second,10,Fleeting second
