CLUE,ANS,POS
Retail branches ,outlets,2
Improved ,enhanced,1
Genuine ,sincere,5
Unit of food energy ,calorie,1
Something feeding an embryo ,yolk sac,7
Female classical dancer,ballerina,1
Snooker stick ,cue,1
Porch along the outside of a building ,veranda,2
Specialised language,jargon,1
Massive ,huge,3
Capital city of Scotland ,edinburgh,1
Food grain ,cereal,1
Impelled ,driven,2
Hand tool for plasterers or gardeners ,trowel,1
Promise or pawn ,pledge,5
Any plane figure with straight sides ,polygon,1
CS Lewis' fictional realm,narnia,1
Assessment ,appraisal,2
Period learning a trade ,apprenticeship,1
Bird used in falconry ,goshawk,10
