CLUE,ANS,POS,FOUND IN
Step on ladder ,rung,2,Ascend via rungs
Storage surfaces ,shelves,7,Refrraney shelves
Fully grown ,mature,2,Matured
Fabric made from silky hair of angora goat ,mohair,5,"Luxurious mohair (though not exclusively made from angora, it shares similar qualities)"
Call before a court to answer an indictment ,arraign,2,Arraignment
Respond too strongly ,overreact,1,Overreacting
Take a loan of ,borrow,1,Borrowed funds
A rugby score ,try,1,Try (scored for touchdown in the context of scoring points)
Piece of chocolate cake ,brownie,9,Brownie-like portion
Wickedness ,evil,2,Evil-doing
Reconnaissance unit ,patrol,3,Patrol squad
Bill - - in 'Oliver Twist' ,sikes,12,Bill Sikes' companion (less specific)
Cinema film ,flick,9,Flicks (slang for films)
"Bob -, Blowin' in the Wind singer ",dylan,4,Bob Dylan
Bar parlour - comfortably placed ,snug,12,Snugly positioned booze haven
