CLUE,ANS,POS
Cold season ,winter,1
Sheep meat ,mutton,2
Withdraw ,pull out,2
Geometrical figure ,triangle,2
Container for liquids ,vat,17
'It takes ? to tango' ,two,1
Get ready ,prepare,1
Not recognised by anyone ,unknown,3
Deride - mock ,jeer,2
Hooked claw ,talon,1
Light-sensitive membrane in the eye ,retina,1
Carved or cast figure ,statue,1
Bodies of (usually fresh) water ,lakes,2
Door support ,hinge,1
Consented ,agreed,1
One of the Great Lakes,huron,3
Postpone ,defer,2
Countryside walker,rambler,2
Vivid long-tailed bird of the Americas,quetzal,6
Dickens novel,hard times,6
Bringer of freedom,liberator,1
